v 0.000000 0.000000 0.203030
v 0.076902 0.000000 0.195047
v 0.037605 0.055932 0.198540
v -0.037879 0.058203 0.206654
v -0.078718 0.000000 0.221919
v -0.037891 -0.058298 0.206994
v 0.037346 -0.053778 0.190841
v 0.167269 0.000000 0.198086
v 0.140431 0.074782 0.205735
v 0.074885 0.121016 0.192233
v 0.000000 0.132759 0.182618
v -0.075946 0.129808 0.206285
v -0.145058 0.087528 0.241016
v -0.176371 0.000000 0.258075
v -0.144920 -0.087149 0.239966
v -0.074494 -0.117777 0.187057
v 0.000000 -0.116843 0.160588
v 0.072604 -0.102116 0.162029
v 0.137609 -0.067009 0.184219
v 0.297389 0.000000 0.218687
v 0.249840 0.098004 0.185993
v 0.163284 0.149018 0.153011
v 0.076812 0.150627 0.118260
v 0.000000 0.164745 0.119541
v -0.079675 0.183714 0.144426
v -0.170720 0.184480 0.189650
v -0.251026 0.100328 0.190430
v -0.298404 0.000000 0.222173
v -0.260253 -0.118414 0.224956
v -0.170471 -0.183295 0.188426
v -0.079869 -0.185966 0.146206
v 0.000000 -0.177561 0.128905
v 0.078087 -0.165366 0.129916
v 0.161737 -0.141641 0.145388
v 0.248211 -0.094810 0.179895
v 0.450711 0.000000 0.130191
v 0.399789 0.154301 0.154522
v 0.256848 0.204362 0.108124
v 0.141238 0.180920 0.070121
v 0.057011 0.184672 0.061801
v -0.019127 0.205314 0.066881
v -0.102023 0.234814 0.083319
v -0.202754 0.239522 0.105841
v -0.328269 0.195456 0.133518
v -0.453089 0.082086 0.162128
v -0.432974 -0.066895 0.131983
v -0.314864 -0.161413 0.110150
v -0.199917 -0.224845 0.099323
v -0.102246 -0.237252 0.084189
v -0.019360 -0.218773 0.071293
v 0.058239 -0.207923 0.069638
v 0.144301 -0.203320 0.078864
v 0.251675 -0.185291 0.097980
v 0.377015 -0.118167 0.118170
v 0.541782 0.000000 0.000000
v 0.462416 0.147298 -0.000000
v 0.288051 0.186696 0.000000
v 0.163663 0.174538 0.000000
v 0.075933 0.180925 0.000000
v 0.000000 0.198107 0.000000
v -0.079282 0.230317 0.000000
v -0.176963 0.261895 0.000000
v -0.306815 0.250955 0.000000
v -0.458764 0.141987 0.000000
v -0.562269 0.000000 0.000000
v -0.472026 -0.161276 0.000000
v -0.300872 -0.230603 0.000000
v -0.177843 -0.267673 0.000000
v -0.081202 -0.258637 0.000000
v 0.000000 -0.240882 0.000000
v 0.079573 -0.234613 0.000000
v 0.173891 -0.241720 0.000000
v 0.298034 -0.220883 0.000000
v 0.448961 -0.127728 -0.000000
v 0.458715 0.000000 -0.141879
v 0.390399 0.139403 -0.139534
v 0.244577 0.159123 -0.084061
v 0.139913 0.171229 -0.066339
v 0.057074 0.185872 -0.062206
v -0.019197 0.209358 -0.068206
v -0.101338 0.227338 -0.080651
v -0.198647 0.218275 -0.096406
v -0.329678 0.199035 -0.135975
v -0.459714 0.087089 -0.172056
v -0.437962 -0.070661 -0.139457
v -0.318967 -0.171831 -0.117302
v -0.200582 -0.228284 -0.100850
v -0.103785 -0.254051 -0.090182
v -0.019641 -0.235056 -0.076632
v 0.059071 -0.223661 -0.074943
v 0.146682 -0.220731 -0.085659
v 0.256041 -0.201387 -0.106542
v 0.376617 -0.117536 -0.117535
v 0.293384 0.000000 -0.204921
v 0.253469 0.105118 -0.199572
v 0.161781 0.141850 -0.145605
v 0.077588 0.159598 -0.125355
v 0.000000 0.175895 -0.127688
v -0.079768 0.184798 -0.145283
v -0.165308 0.158673 -0.162987
v -0.257880 0.113763 -0.216076
v -0.301881 0.000000 -0.234125
v -0.249390 -0.097121 -0.184306
v -0.165029 -0.157341 -0.161610
v -0.080144 -0.189137 -0.148714
v 0.000000 -0.182386 -0.132430
v 0.078748 -0.173004 -0.135956
v 0.163284 -0.149018 -0.153010
v 0.252825 -0.103854 -0.197161
v 0.170495 0.000000 -0.219347
v 0.142137 0.079482 -0.218745
v 0.074181 0.115186 -0.182917
v 0.000000 0.128512 -0.176739
v -0.073966 0.113404 -0.180068
v -0.140889 0.076044 -0.209227
v -0.170281 0.000000 -0.217933
v -0.142405 -0.080221 -0.220789
v -0.075403 -0.125312 -0.199099
v 0.000000 -0.137733 -0.189503
v 0.074767 -0.120037 -0.190669
v 0.142268 -0.079843 -0.219743
v 0.078962 0.000000 -0.225520
v 0.038022 0.059386 -0.210885
v -0.038116 0.060166 -0.213671
v -0.078683 0.000000 -0.221388
v -0.038744 -0.065373 -0.232280
v 0.038917 -0.066803 -0.237390
v 0.000000 0.000000 -0.223726
v 0.478406 -0.061600 -0.061612
v 0.366774 -0.057887 -0.193340
v -0.506562 -0.034654 -0.068383
v -0.519917 0.039364 -0.077735
v -0.496897 -0.031245 0.061615
v -0.511958 0.036557 0.072162
v 0.468845 0.078863 -0.078884
v 0.469684 -0.079591 0.079617
v 0.480932 0.089357 0.089446
v -0.347212 0.088725 0.171206
v -0.354386 -0.097522 0.188277
v -0.374321 0.121965 -0.235708
v -0.343737 -0.084464 -0.162939
v 0.503906 0.061560 0.000000
v -0.514847 0.069041 0.000000
v -0.535347 -0.083060 0.000000
v 0.525627 -0.076413 0.000000
v 0.517814 0.000000 -0.071049
v 0.525775 0.000000 0.076519
v -0.397727 -0.173011 -0.063040
v -0.395114 0.167794 -0.061129
v -0.392967 -0.163508 0.059559
v -0.394240 0.166048 0.060490
v 0.383708 0.000000 0.190054
v 0.377026 0.174799 0.000000
v -0.384909 0.192768 0.000000
v -0.389168 -0.202475 0.000000
v 0.376177 -0.172864 0.000000
v 0.376530 0.000000 -0.173633
v 0.346113 0.186262 0.071035
v 0.339952 -0.170671 0.065057
v 0.339015 0.168302 -0.064148
v 0.339634 -0.169867 -0.064749
v 0.347338 0.072131 0.189476
v 0.342234 -0.067218 0.176502
v 0.341056 0.066085 -0.173509
v -0.373501 0.038921 0.190516
v -0.396982 0.050170 -0.245868
v -0.372369 -0.038379 -0.187846
v -0.372573 -0.038477 0.188329
v -0.457302 0.117001 -0.075789
v -0.460101 -0.120412 -0.078010
v -0.455999 0.115414 0.074755
v -0.453258 -0.112074 0.072579
v -0.241362 -0.163730 -0.139495
v -0.244633 0.174710 -0.148904
v -0.243684 -0.171526 0.146175
v -0.248731 0.188468 0.160694
v -0.393308 0.142785 -0.152752
v -0.378007 -0.119102 -0.127295
v -0.390001 0.137666 0.147251
v -0.380219 -0.122525 0.130974
v 0.543549 -0.044840 0.044883
v 0.516160 0.034753 0.034735
v 0.509998 0.032484 -0.032452
v 0.436968 0.160125 0.074923
v 0.415663 -0.125966 0.058860
v 0.411692 -0.119598 -0.055866
v 0.432812 0.153461 -0.071790
v 0.424744 0.065666 0.140564
v 0.417544 -0.060278 0.128965
v 0.424383 0.065396 -0.139983
v 0.417084 -0.059934 -0.128224
v 0.316944 -0.113809 0.159007
v 0.324265 -0.126786 -0.177242
v 0.322219 0.123159 -0.172145
v 0.324029 0.126368 0.176656
v 0.105051 -0.031982 -0.226578
v -0.104016 0.030389 -0.215222
v -0.478120 0.018566 0.109957
v -0.483613 0.019632 -0.116308
v 0.314056 0.149261 -0.107062
v 0.319200 -0.161944 -0.116216
v 0.316169 -0.154472 0.110823
v 0.327148 0.181538 0.130357
v -0.445333 0.000000 0.150831
v -0.448003 0.000000 -0.155099
v -0.490984 -0.095951 0.037171
v -0.487504 0.092585 -0.035859
v -0.498505 -0.103227 -0.040006
v -0.487626 0.092702 0.035905
v 0.385512 0.162175 -0.068127
v 0.376074 -0.143015 -0.060033
v 0.378481 -0.147900 0.062097
v 0.390876 0.173065 0.072728
v 0.380378 -0.063699 0.151768
v 0.382753 0.065720 -0.156612
v 0.390543 0.072348 0.172499
v 0.217708 -0.235305 -0.056572
v 0.205422 0.174144 -0.041789
v 0.215422 -0.223923 0.053821
v 0.207289 0.183439 0.044036
v 0.211508 0.050201 0.209432
v -0.214868 0.054223 0.226311
v -0.219085 -0.059272 0.247499
v 0.208582 -0.046699 0.194731
v 0.212815 0.051766 -0.215998
v -0.212922 0.051893 -0.216532
v -0.214241 -0.053473 -0.223163
v 0.211644 -0.050364 -0.210115
v 0.077297 0.061695 -0.213698
v -0.078267 -0.065728 -0.227755
v -0.417446 -0.021046 -0.186207
v -0.408168 -0.018996 0.167981
v -0.256713 0.255199 0.056371
v -0.249710 -0.225693 0.049823
v -0.252576 0.237770 -0.052503
v -0.250228 -0.227876 -0.050307
v 0.528725 -0.031441 -0.031452
v 0.426164 -0.088755 -0.088752
v 0.018454 -0.095977 -0.216323
v -0.018133 0.087639 -0.197419
v -0.416101 -0.116432 0.101057
v -0.425469 0.129417 -0.112394
v -0.417758 -0.118728 -0.103062
v -0.422950 0.125925 0.109346
v 0.255230 0.154404 0.154780
v 0.251912 -0.144702 0.144999
v 0.254610 -0.152592 -0.152953
v 0.250073 0.139326 -0.139579
v -0.138535 0.199245 -0.120603
v -0.141889 0.223060 0.135102
v -0.264927 0.216296 0.118819
v -0.257874 -0.191024 0.104866
v -0.260237 -0.199491 -0.109541
v -0.262704 0.208331 -0.114421
v -0.135245 -0.205540 -0.130832
v -0.136796 -0.216791 0.138033
v -0.320583 0.231653 -0.070137
v -0.322947 0.234963 0.070778
v -0.338582 0.060478 -0.251774
v -0.294004 0.164590 -0.184946
v -0.354318 0.213247 0.031427
v -0.353971 0.213311 -0.031577
v -0.291020 0.150513 0.168217
v -0.290420 -0.145171 0.170883
v -0.353450 0.166776 -0.190042
v -0.235957 -0.000071 -0.227039
v -0.314381 -0.212401 -0.063566
v 0.231879 -0.000330 0.211228
v -0.310834 -0.202423 0.058728
v -0.242581 0.264635 -0.000605
v -0.351888 -0.208029 -0.033228
v -0.349428 -0.202227 0.031727
v -0.240115 -0.251653 0.000121
v -0.238732 0.000553 0.244692
v 0.236996 -0.237461 0.000534
v 0.225806 0.181134 -0.000070
v -0.283348 -0.060261 0.233806
v 0.198638 0.194196 0.089395
v 0.232153 0.000038 -0.213955
v 0.291205 0.172513 0.149773
v 0.290992 -0.166668 -0.143806
v -0.279159 0.058390 -0.236369
v -0.199430 0.094807 -0.212400
v 0.311015 -0.083379 -0.201312
v 0.283305 0.146411 -0.130337
v 0.446283 0.125305 0.125900
v -0.284844 -0.136470 -0.153718
v -0.491831 0.063937 -0.125822
v -0.275918 -0.050498 -0.212696
v -0.294050 0.231148 0.098006
v -0.202593 -0.106529 0.240314
v 0.415082 -0.029631 -0.171012
v -0.291309 0.221041 -0.095295
v -0.314986 0.121077 -0.231161
v -0.324404 -0.046099 -0.204058
v -0.199973 0.095819 0.220246
v 0.209286 0.179902 0.132901
v -0.141436 -0.268918 -0.046818
v -0.330277 -0.049781 0.214571
v -0.139681 -0.259328 0.044249
v -0.487386 0.060573 0.119693
v -0.216157 -0.154238 0.210746
v -0.213125 0.144606 0.195692
v -0.090167 0.073436 0.227408
v -0.120213 -0.153758 0.192666
v 0.209546 -0.178402 -0.133150
v 0.435914 0.113103 -0.113385
v 0.279919 -0.219755 -0.055984
v 0.197967 0.093601 -0.211849
v -0.138637 0.248187 -0.041374
v -0.211465 0.136682 -0.190148
v -0.091004 -0.073038 0.224508
v -0.426290 0.023389 -0.203555
v -0.275502 0.051423 0.209107
v 0.197516 -0.091743 -0.208192
v -0.138152 0.254418 0.042424
v -0.339376 0.144078 0.157169
v 0.284957 -0.151932 0.130591
v -0.196531 -0.089909 -0.204980
v 0.192826 -0.081447 0.183361
v 0.276984 -0.210627 0.052737
